flight_number,airline_name,departure_airport,arrival_airport,departure_time,arrival_time,duration_hours,flight_price
CX1515,Cathay Pacific,Hong Kong International,Changi,5/2/2022,5/1/2022,20,218.69
QF6897,Qantas,Sydney Airport,Melbourne Airport,12/16/2022,3/6/2022,19,3998.16
QR8006,Qatar Airways,Hamad International,Leonardo da Vinci International,5/10/2022,12/21/2022,24,1776.85
AV8569,Avianca,El Dorado International,O'Hare International,9/20/2022,1/18/2022,10,2559.19
AZ6189,Alitalia,Leonardo da Vinci International,Cape Town International,12/12/2022,7/9/2022,22,1124.52
AZ1674,Alitalia,Leonardo da Vinci International,Charles de Gaulle,12/26/2022,8/8/2022,13,3334.82
AV1794,Avianca,El Dorado International,Leonardo da Vinci International,11/13/2022,6/17/2022,17,2969.67
CX6909,Cathay Pacific,Hong Kong International,Changi,10/20/2022,6/9/2022,4,2234.55
AF3446,Air France,Charles de Gaulle,Adolfo Suárez Madrid–Barajas,9/16/2022,12/5/2022,19,4155.85
AV4168,Avianca,El Dorado International,O'Hare International,7/31/2022,11/4/2022,1,1627.45
SK5565,SAS Scandinavian,Copenhagen Airport,Charles de Gaulle,9/17/2022,7/29/2022,21,2041.86
NH6392,All Nippon Airways,Haneda,Incheon International,9/2/2022,12/16/2022,7,1922.64
NH2978,All Nippon Airways,Haneda,Hong Kong International,11/10/2022,5/25/2022,21,2307.69
QF5089,Qantas,Sydney Airport,Melbourne Airport,1/19/2022,12/25/2022,15,1343.45
UA8748,United Airlines,Los Angeles International,Seattle-Tacoma International,5/22/2022,11/12/2022,17,2282.44
IB8511,Iberia,Adolfo Suárez Madrid–Barajas,Charles de Gaulle,12/13/2022,8/18/2022,23,4917.72
KE3806,Korean Air,Incheon International,Haneda,8/30/2022,7/15/2022,19,3851.09
AA5870,American Airlines,John F. Kennedy International,Hartsfield-Jackson Atlanta,12/23/2022,11/9/2022,12,4784.14
EK4332,Emirates,Dubai International,Hamad International,6/28/2022,6/24/2022,6,520.19
DL5548,Delta Air Lines,John F. Kennedy International,Hartsfield-Jackson Atlanta,2/10/2022,5/23/2022,14,3919.28
AV8856,Avianca,El Dorado International,O'Hare International,2/3/2022,2/18/2022,20,1299.45
AC9578,Air Canada,Toronto Pearson,John F. Kennedy International,2/9/2022,7/25/2022,1,2048.16
AV4401,Avianca,El Dorado International,O'Hare International,5/14/2022,5/19/2022,24,4215.11
ET6460,Ethiopian Airlines,Bole International,Leonardo da Vinci International,10/24/2022,4/10/2022,3,2277.47
SK8026,SAS Scandinavian,Copenhagen Airport,Charles de Gaulle,11/26/2022,10/17/2022,10,1494.84
NZ6764,Air New Zealand,Auckland Airport,Sydney Airport,5/19/2022,5/22/2022,11,3701.7
SA4050,South African Airways,O.R. Tambo International,Charles de Gaulle,9/13/2022,12/29/2022,12,2018.23
AF7087,Air France,Charles de Gaulle,Frankfurt Airport,11/25/2022,6/2/2022,9,4241.07
NZ3206,Air New Zealand,Auckland Airport,Sydney Airport,1/6/2022,1/4/2022,20,2699.85
KL6095,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Charles de Gaulle,12/22/2022,10/22/2022,2,2567.96
EK9785,Emirates,Dubai International,Hamad International,11/15/2022,12/18/2022,12,203.7
BA8146,British Airways,Heathrow,Incheon International,11/5/2022,10/30/2022,10,1405.4
AZ1940,Alitalia,Leonardo da Vinci International,Charles de Gaulle,10/24/2022,6/15/2022,24,3568.69
BA4494,British Airways,Heathrow,Amsterdam Airport Schiphol,2/26/2022,6/15/2022,23,4595.68
TG5210,Thai Airways,Suvarnabhumi,Beijing Capital International,8/24/2022,6/5/2022,17,572.41
DL1925,Delta Air Lines,John F. Kennedy International,Hartsfield-Jackson Atlanta,3/31/2022,11/2/2022,6,3512.28
LA3981,LATAM Airlines,São Paulo/Guarulhos International,Ministro Pistarini International,5/15/2022,1/22/2022,22,1222.74
AI8052,Air India,Indira Gandhi International,Chhatrapati Shivaji International,8/29/2022,2/28/2022,9,2333.97
UA9363,United Airlines,Los Angeles International,San Francisco International,9/21/2022,1/2/2022,8,2149.17
AZ9564,Alitalia,Leonardo da Vinci International,Copenhagen Airport,7/4/2022,10/15/2022,4,1683.96
SQ2302,Singapore Airlines,Changi,Hong Kong International,7/10/2022,9/25/2022,14,395.7
AA6494,American Airlines,John F. Kennedy International,Hartsfield-Jackson Atlanta,2/16/2022,2/23/2022,20,1054.91
IB8156,Iberia,Adolfo Suárez Madrid–Barajas,Frankfurt Airport,10/15/2022,4/13/2022,10,4391.27
SA7853,South African Airways,O.R. Tambo International,Charles de Gaulle,9/28/2022,10/25/2022,10,704.85
LH5685,Lufthansa,Frankfurt Airport,Stockholm Arlanda,6/9/2022,11/21/2022,8,3242.44
SA2233,South African Airways,O.R. Tambo International,Charles de Gaulle,2/22/2022,11/29/2022,12,4248.09
KE2630,Korean Air,Incheon International,Haneda,4/23/2022,7/24/2022,20,1133.75
SK1381,SAS Scandinavian,Copenhagen Airport,Charles de Gaulle,9/7/2022,8/7/2022,14,421.01
CX8341,Cathay Pacific,Hong Kong International,Incheon International,2/28/2022,5/12/2022,16,3400.71
ET3617,Ethiopian Airlines,Bole International,Hartsfield-Jackson Atlanta,2/22/2022,3/21/2022,7,472.06
SQ2855,Singapore Airlines,Changi,Beijing Capital International,12/10/2022,11/1/2022,7,4260.46
AM1832,Aeroméxico,Benito Juárez International,O'Hare International,10/18/2022,3/9/2022,21,4723.6
SK6941,SAS Scandinavian,Copenhagen Airport,Charles de Gaulle,12/27/2022,11/21/2022,22,3333.57
KE6235,Korean Air,Incheon International,Haneda,7/17/2022,12/22/2022,16,3982.23
QR5358,Qatar Airways,Hamad International,Jomo Kenyatta International,10/25/2022,12/8/2022,22,1473.82
LH5030,Lufthansa,Frankfurt Airport,Charles de Gaulle,5/2/2022,4/17/2022,20,1346.92
KL9931,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Charles de Gaulle,10/21/2022,4/9/2022,23,3845.08
IB3773,Iberia,Adolfo Suárez Madrid–Barajas,Charles de Gaulle,2/22/2022,6/15/2022,8,1413.37
AM2109,Aeroméxico,Benito Juárez International,Dallas/Fort Worth International,12/29/2022,2/15/2022,8,2924.62
ET8668,Ethiopian Airlines,Bole International,Hamad International,6/11/2022,4/2/2022,13,164.32
LA2023,LATAM Airlines,São Paulo/Guarulhos International,Ministro Pistarini International,6/5/2022,10/4/2022,22,3401.32
QR2850,Qatar Airways,Hamad International,Bole International,10/28/2022,2/26/2022,13,4183.18
AI7496,Air India,Indira Gandhi International,Dubai International,6/8/2022,12/14/2022,23,3144.16
DL7685,Delta Air Lines,John F. Kennedy International,Hartsfield-Jackson Atlanta,5/16/2022,12/24/2022,1,386.37
ET3500,Ethiopian Airlines,Bole International,Frankfurt Airport,10/8/2022,5/9/2022,7,896.8
BA8817,British Airways,Heathrow,Charles de Gaulle,6/25/2022,1/16/2022,13,1848.0
QF8737,Qantas,Sydney Airport,Melbourne Airport,2/26/2022,4/25/2022,12,1724.95
SK2402,SAS Scandinavian,Copenhagen Airport,Amsterdam Airport Schiphol,6/20/2022,10/28/2022,17,126.45
EK2646,Emirates,Dubai International,Hamad International,6/8/2022,11/3/2022,22,2200.86
CX9713,Cathay Pacific,Hong Kong International,Changi,9/11/2022,4/29/2022,16,727.78
UA1618,United Airlines,Los Angeles International,San Francisco International,8/12/2022,12/8/2022,14,291.91
IB7772,Iberia,Adolfo Suárez Madrid–Barajas,Charles de Gaulle,8/27/2022,6/30/2022,12,1428.13
LH4362,Lufthansa,Frankfurt Airport,São Paulo/Guarulhos International,1/24/2022,2/16/2022,6,1078.11
LH5512,Lufthansa,Frankfurt Airport,Charles de Gaulle,7/1/2022,5/7/2022,20,4700.2
QR2054,Qatar Airways,Hamad International,Bole International,11/2/2022,5/18/2022,15,3015.84
AZ2467,Alitalia,Leonardo da Vinci International,Vienna International,7/4/2022,8/31/2022,19,3103.63
NZ8857,Air New Zealand,Auckland Airport,Incheon International,10/5/2022,4/22/2022,4,3219.76
BA1466,British Airways,Heathrow,Charles de Gaulle,10/24/2022,4/22/2022,14,2931.16
EK7982,Emirates,Dubai International,Hamad International,11/24/2022,7/19/2022,1,1877.75
AV1860,Avianca,El Dorado International,Auckland Airport,12/3/2022,2/14/2022,4,550.67
EK2841,Emirates,Dubai International,Changi,6/18/2022,12/19/2022,6,615.74
NH8258,All Nippon Airways,Haneda,Incheon International,8/29/2022,11/24/2022,3,3342.66
AC5785,Air Canada,Toronto Pearson,John F. Kennedy International,2/11/2022,1/26/2022,19,1315.91
LH5151,Lufthansa,Frankfurt Airport,Melbourne Airport,10/19/2022,2/25/2022,6,1578.13
AV5598,Avianca,El Dorado International,O'Hare International,9/15/2022,9/16/2022,3,3355.08
SK9514,SAS Scandinavian,Copenhagen Airport,Charles de Gaulle,4/4/2022,4/18/2022,23,2983.59
NH7063,All Nippon Airways,Haneda,Incheon International,10/2/2022,11/16/2022,22,2753.45
AI6534,Air India,Indira Gandhi International,Chhatrapati Shivaji International,12/7/2022,11/12/2022,12,3019.28
SA5364,South African Airways,O.R. Tambo International,Charles de Gaulle,9/21/2022,6/27/2022,12,210.83
KL9656,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Charles de Gaulle,4/16/2022,5/18/2022,18,2903.0
DL7036,Delta Air Lines,John F. Kennedy International,Hartsfield-Jackson Atlanta,5/29/2022,2/18/2022,1,1515.86
EK7294,Emirates,Dubai International,Hamad International,9/24/2022,1/16/2022,23,3994.84
AV2744,Avianca,El Dorado International,O'Hare International,2/22/2022,8/7/2022,23,2250.84
AF8392,Air France,Charles de Gaulle,Frankfurt Airport,1/4/2022,11/9/2022,9,2257.39
AV3764,Avianca,El Dorado International,O'Hare International,4/15/2022,4/7/2022,10,4138.91
UA4288,United Airlines,Los Angeles International,San Francisco International,1/5/2022,5/13/2022,23,4535.77
SK7094,SAS Scandinavian,Copenhagen Airport,Leonardo da Vinci International,3/13/2022,5/2/2022,18,3135.76
NZ8860,Air New Zealand,Auckland Airport,Charles de Gaulle,8/31/2022,11/22/2022,11,533.67
AI2823,Air India,Indira Gandhi International,Beijing Capital International,10/16/2022,8/8/2022,1,2049.17
AF9694,Air France,Charles de Gaulle,Frankfurt Airport,8/10/2022,5/11/2022,4,3714.64
EK8611,Emirates,Dubai International,Hamad International,10/23/2022,1/16/2022,3,3399.86
NH4965,All Nippon Airways,Haneda,Incheon International,1/30/2022,10/15/2022,12,490.04
SA8416,South African Airways,O.R. Tambo International,Charles de Gaulle,9/8/2022,5/29/2022,10,4495.24
LH3978,Lufthansa,Frankfurt Airport,Charles de Gaulle,7/19/2022,1/18/2022,19,1865.97
QF1046,Qantas,Sydney Airport,Melbourne Airport,4/16/2022,1/27/2022,15,434.71
SK3209,SAS Scandinavian,Copenhagen Airport,Charles de Gaulle,5/30/2022,8/24/2022,4,2031.22
BA2913,British Airways,Heathrow,Charles de Gaulle,1/11/2022,12/11/2022,19,308.36
AF1136,Air France,Charles de Gaulle,Leonardo da Vinci International,7/19/2022,1/1/2022,8,756.5
DL4343,Delta Air Lines,John F. Kennedy International,Logan International,4/2/2022,6/12/2022,10,419.2
AV1831,Avianca,El Dorado International,Heathrow,7/4/2022,9/23/2022,6,4293.61
ET6738,Ethiopian Airlines,Bole International,Hamad International,4/5/2022,8/13/2022,1,2010.46
EK5091,Emirates,Dubai International,Hamad International,7/20/2022,11/2/2022,19,1900.78
AV4922,Avianca,El Dorado International,Sydney Airport,4/12/2022,7/20/2022,7,2878.34
BA1559,British Airways,Heathrow,Charles de Gaulle,4/5/2022,6/29/2022,6,2279.23
WN6588,Southwest Airlines,Los Angeles International,San Francisco International,12/17/2022,7/30/2022,16,331.69
LA3981,LATAM Airlines,São Paulo/Guarulhos International,Ministro Pistarini International,11/1/2022,6/21/2022,10,179.07
CX9570,Cathay Pacific,Hong Kong International,Changi,1/8/2022,1/15/2022,18,1052.03
AA5371,American Airlines,John F. Kennedy International,Hartsfield-Jackson Atlanta,8/8/2022,5/19/2022,21,4968.79
NH1605,All Nippon Airways,Haneda,Incheon International,9/24/2022,3/7/2022,7,485.98
EK7708,Emirates,Dubai International,Hamad International,5/9/2022,2/6/2022,8,4414.54
TG3813,Thai Airways,Suvarnabhumi,Incheon International,2/23/2022,6/21/2022,21,1784.83
AI6971,Air India,Indira Gandhi International,Amsterdam Airport Schiphol,10/19/2022,9/14/2022,17,813.29
AI2702,Air India,Indira Gandhi International,Chhatrapati Shivaji International,9/2/2022,4/29/2022,5,1498.88
NH1353,All Nippon Airways,Haneda,Toronto Pearson,12/12/2022,7/16/2022,1,2884.54
KE6046,Korean Air,Incheon International,Haneda,11/22/2022,9/29/2022,20,688.88
WN5043,Southwest Airlines,Los Angeles International,San Francisco International,6/11/2022,5/18/2022,18,2148.4
SQ5181,Singapore Airlines,Changi,Hong Kong International,2/28/2022,7/30/2022,6,1731.48
BA8137,British Airways,Heathrow,Charles de Gaulle,3/22/2022,9/2/2022,10,4602.22
KL8812,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Charles de Gaulle,1/18/2022,11/12/2022,7,4080.87
QR1033,Qatar Airways,Hamad International,Bole International,9/13/2022,12/1/2022,17,1966.81
LH4196,Lufthansa,Frankfurt Airport,Ministro Pistarini International,3/2/2022,6/28/2022,2,2547.74
EK7150,Emirates,Dubai International,Chhatrapati Shivaji International,4/7/2022,3/25/2022,21,1230.99
KE4924,Korean Air,Incheon International,Changi,9/29/2022,5/8/2022,10,3477.89
NH4113,All Nippon Airways,Haneda,Incheon International,11/6/2022,6/19/2022,23,945.41
ET7935,Ethiopian Airlines,Bole International,Cairo International,2/26/2022,3/26/2022,24,3469.82
NZ1218,Air New Zealand,Auckland Airport,Melbourne Airport,10/27/2022,4/13/2022,13,3638.69
TG9446,Thai Airways,Suvarnabhumi,Changi,9/6/2022,11/6/2022,20,2963.53
EK4332,Emirates,Dubai International,Hamad International,2/20/2022,6/17/2022,3,4567.11
BA7302,British Airways,Heathrow,Charles de Gaulle,9/4/2022,10/24/2022,18,2637.44
AI8540,Air India,Indira Gandhi International,Chhatrapati Shivaji International,4/11/2022,12/28/2022,14,1159.05
AA4621,American Airlines,John F. Kennedy International,Hartsfield-Jackson Atlanta,1/3/2022,2/2/2022,17,706.18
LA9443,LATAM Airlines,São Paulo/Guarulhos International,John F. Kennedy International,4/27/2022,2/19/2022,4,3670.15
AC5771,Air Canada,Toronto Pearson,John F. Kennedy International,7/22/2022,7/17/2022,22,666.8
SQ8339,Singapore Airlines,Changi,Beijing Capital International,11/26/2022,5/13/2022,21,3153.12
IB1305,Iberia,Adolfo Suárez Madrid–Barajas,Charles de Gaulle,5/27/2022,12/1/2022,22,1993.04
ET3547,Ethiopian Airlines,Bole International,Amsterdam Airport Schiphol,6/20/2022,4/27/2022,18,170.47
AM6972,Aeroméxico,Benito Juárez International,O'Hare International,10/30/2022,7/4/2022,20,3149.38
LH5074,Lufthansa,Frankfurt Airport,Charles de Gaulle,11/12/2022,9/9/2022,12,777.89
SA7753,South African Airways,O.R. Tambo International,Charles de Gaulle,12/4/2022,3/1/2022,24,240.78
AV2480,Avianca,El Dorado International,O'Hare International,11/4/2022,11/23/2022,4,498.35
QF6818,Qantas,Sydney Airport,O.R. Tambo International,1/21/2022,5/31/2022,19,1634.86
AI6387,Air India,Indira Gandhi International,Chhatrapati Shivaji International,10/4/2022,12/28/2022,22,109.3
AC5997,Air Canada,Toronto Pearson,El Dorado International,10/4/2022,8/6/2022,15,2714.93
QR3251,Qatar Airways,Hamad International,Bole International,3/4/2022,6/29/2022,11,1376.98
CX1254,Cathay Pacific,Hong Kong International,Changi,11/25/2022,12/2/2022,3,1606.39
LA7916,LATAM Airlines,São Paulo/Guarulhos International,Amsterdam Airport Schiphol,6/25/2022,2/12/2022,6,3877.0
SQ8734,Singapore Airlines,Changi,Beijing Capital International,1/17/2022,5/30/2022,10,1674.36
SK1604,SAS Scandinavian,Copenhagen Airport,Charles de Gaulle,7/11/2022,3/17/2022,4,1236.08
AF5555,Air France,Charles de Gaulle,Hong Kong International,6/10/2022,2/20/2022,24,4993.26
KL2299,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Charles de Gaulle,1/1/2022,12/9/2022,16,4274.28
WN5349,Southwest Airlines,Los Angeles International,San Francisco International,10/2/2022,11/15/2022,2,692.18
BA6368,British Airways,Heathrow,Charles de Gaulle,1/15/2022,3/6/2022,23,719.82
ET5363,Ethiopian Airlines,Bole International,Hamad International,1/7/2022,4/20/2022,16,4704.91
QR7324,Qatar Airways,Hamad International,Miami International,8/21/2022,10/18/2022,20,4467.04
ET8685,Ethiopian Airlines,Bole International,Adolfo Suárez Madrid–Barajas,7/9/2022,8/28/2022,11,3143.28
TG3255,Thai Airways,Suvarnabhumi,Changi,6/15/2022,1/24/2022,7,4430.07
SA9162,South African Airways,O.R. Tambo International,Charles de Gaulle,1/28/2022,8/30/2022,23,3653.54
EK5205,Emirates,Dubai International,Hamad International,10/31/2022,9/22/2022,15,4459.86
AZ6191,Alitalia,Leonardo da Vinci International,Frankfurt Airport,9/24/2022,5/4/2022,6,1145.01
AC1049,Air Canada,Toronto Pearson,John F. Kennedy International,7/17/2022,8/16/2022,21,3846.76
NZ4073,Air New Zealand,Auckland Airport,Sydney Airport,10/19/2022,12/10/2022,21,3152.01
UA2957,United Airlines,Los Angeles International,San Francisco International,9/25/2022,3/1/2022,11,3135.77
KE8185,Korean Air,Incheon International,Haneda,1/8/2022,1/23/2022,12,1995.24
AZ6818,Alitalia,Leonardo da Vinci International,Charles de Gaulle,10/26/2022,12/20/2022,8,3879.43
KE4812,Korean Air,Incheon International,Haneda,3/17/2022,5/14/2022,12,3439.83
AF6875,Air France,Charles de Gaulle,Melbourne Airport,3/28/2022,4/2/2022,5,700.34
QF6361,Qantas,Sydney Airport,Melbourne Airport,6/23/2022,5/30/2022,20,3291.39
BA6368,British Airways,Heathrow,Charles de Gaulle,1/10/2022,3/1/2022,2,4285.45
AZ9494,Alitalia,Leonardo da Vinci International,Frankfurt Airport,4/13/2022,10/3/2022,3,3287.55
LH6305,Lufthansa,Frankfurt Airport,Charles de Gaulle,6/23/2022,12/5/2022,15,1016.17
SK2512,SAS Scandinavian,Copenhagen Airport,Charles de Gaulle,8/30/2022,12/26/2022,14,3276.21
SQ4852,Singapore Airlines,Changi,Frankfurt Airport,11/12/2022,2/4/2022,9,2730.83
AC5997,Air Canada,Toronto Pearson,El Dorado International,8/5/2022,1/19/2022,22,570.06
AA7899,American Airlines,John F. Kennedy International,Hartsfield-Jackson Atlanta,4/22/2022,3/26/2022,23,155.72
EK8073,Emirates,Dubai International,Bole International,8/12/2022,9/23/2022,24,933.37
IB3912,Iberia,Adolfo Suárez Madrid–Barajas,John F. Kennedy International,11/12/2022,8/22/2022,15,4078.94
KE9706,Korean Air,Incheon International,Haneda,12/23/2022,5/5/2022,7,4285.4
SK9514,SAS Scandinavian,Copenhagen Airport,Charles de Gaulle,4/1/2022,3/24/2022,6,3578.05
AM8781,Aeroméxico,Benito Juárez International,O'Hare International,9/13/2022,4/22/2022,12,3321.45
QF8944,Qantas,Sydney Airport,Melbourne Airport,5/4/2022,11/9/2022,7,3047.24
CX9570,Cathay Pacific,Hong Kong International,Changi,12/21/2022,11/29/2022,9,3857.58
IB2236,Iberia,Adolfo Suárez Madrid–Barajas,Charles de Gaulle,6/27/2022,7/17/2022,10,804.06
SQ9484,Singapore Airlines,Changi,Beijing Capital International,2/21/2022,12/13/2022,4,1098.57
NH4302,All Nippon Airways,Haneda,Incheon International,4/5/2022,9/9/2022,9,2260.76
TG9905,Thai Airways,Suvarnabhumi,Changi,6/9/2022,5/16/2022,12,3724.66
KE8449,Korean Air,Incheon International,Suvarnabhumi,9/6/2022,3/8/2022,12,1802.53
AC8181,Air Canada,Toronto Pearson,John F. Kennedy International,1/24/2022,1/15/2022,3,942.76
IB5775,Iberia,Adolfo Suárez Madrid–Barajas,Leonardo da Vinci International,5/26/2022,11/11/2022,18,4957.74
SK8608,SAS Scandinavian,Copenhagen Airport,Charles de Gaulle,2/5/2022,6/16/2022,5,2309.99
QF2199,Qantas,Sydney Airport,Melbourne Airport,2/19/2022,2/2/2022,18,1876.28
TG2245,Thai Airways,Suvarnabhumi,Jomo Kenyatta International,8/28/2022,9/28/2022,9,2447.35
AI4273,Air India,Indira Gandhi International,Chhatrapati Shivaji International,5/21/2022,12/17/2022,4,1379.63
NH4813,All Nippon Airways,Haneda,Incheon International,4/18/2022,5/13/2022,6,4111.55
UA6425,United Airlines,Los Angeles International,San Francisco International,8/17/2022,4/16/2022,3,4255.19
EK8649,Emirates,Dubai International,Adolfo Suárez Madrid–Barajas,7/14/2022,3/18/2022,2,4691.33
AZ1725,Alitalia,Leonardo da Vinci International,Charles de Gaulle,1/12/2022,12/19/2022,13,3552.49
NZ9967,Air New Zealand,Auckland Airport,Sydney Airport,7/13/2022,6/26/2022,14,4255.33
AC5785,Air Canada,Toronto Pearson,John F. Kennedy International,7/5/2022,9/27/2022,2,2960.41
LH6417,Lufthansa,Frankfurt Airport,Ministro Pistarini International,9/12/2022,2/3/2022,7,2146.08
AV9215,Avianca,El Dorado International,O'Hare International,8/21/2022,2/9/2022,1,1657.72
AZ5154,Alitalia,Leonardo da Vinci International,Adolfo Suárez Madrid–Barajas,4/16/2022,4/3/2022,21,4584.92
AA1107,American Airlines,John F. Kennedy International,Hartsfield-Jackson Atlanta,6/18/2022,1/19/2022,16,4513.1
BA1583,British Airways,Heathrow,Charles de Gaulle,7/21/2022,7/23/2022,24,370.78
AF5408,Air France,Charles de Gaulle,Frankfurt Airport,9/27/2022,1/9/2022,1,4938.99
AV8487,Avianca,El Dorado International,O'Hare International,1/18/2022,1/31/2022,16,3960.32
KL5305,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Charles de Gaulle,4/22/2022,6/23/2022,23,605.63
AA8984,American Airlines,John F. Kennedy International,Hartsfield-Jackson Atlanta,8/24/2022,2/17/2022,11,2547.92
QR1600,Qatar Airways,Hamad International,Charles de Gaulle,3/26/2022,4/2/2022,14,1190.78
AI1237,Air India,Indira Gandhi International,Chhatrapati Shivaji International,4/20/2022,7/18/2022,4,1733.97
NZ9821,Air New Zealand,Auckland Airport,Sydney Airport,8/28/2022,11/12/2022,15,4342.67
AZ8524,Alitalia,Leonardo da Vinci International,Charles de Gaulle,5/27/2022,8/25/2022,19,4663.28
SQ5580,Singapore Airlines,Changi,Melbourne Airport,1/5/2022,5/8/2022,10,1393.73
NH4207,All Nippon Airways,Haneda,Incheon International,1/24/2022,11/19/2022,3,3299.61
ET1231,Ethiopian Airlines,Bole International,Hamad International,9/24/2022,4/20/2022,3,1178.28
SQ4430,Singapore Airlines,Changi,Chhatrapati Shivaji International,2/27/2022,5/6/2022,19,2209.98
EK9909,Emirates,Dubai International,Hamad International,10/11/2022,4/14/2022,9,1466.27
AC7769,Air Canada,Toronto Pearson,Miami International,7/25/2022,10/6/2022,16,908.8
DL7492,Delta Air Lines,John F. Kennedy International,Hartsfield-Jackson Atlanta,1/16/2022,5/18/2022,18,457.58
AA7634,American Airlines,John F. Kennedy International,Hartsfield-Jackson Atlanta,12/7/2022,3/7/2022,20,3407.64
LH8821,Lufthansa,Frankfurt Airport,Leonardo da Vinci International,10/29/2022,5/6/2022,20,1567.77
AF9326,Air France,Charles de Gaulle,Incheon International,4/28/2022,11/13/2022,14,1683.5
NZ9603,Air New Zealand,Auckland Airport,Sydney Airport,11/16/2022,2/2/2022,19,2720.07
AC9854,Air Canada,Toronto Pearson,John F. Kennedy International,12/10/2022,5/9/2022,13,3023.85
LH3115,Lufthansa,Frankfurt Airport,Jorge Chávez International,5/13/2022,6/5/2022,2,2848.13
EK9536,Emirates,Dubai International,O.R. Tambo International,1/14/2022,11/1/2022,6,4476.63
KL3076,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Cape Town International,7/9/2022,7/4/2022,5,1382.85
KE6939,Korean Air,Incheon International,Haneda,5/23/2022,12/21/2022,19,3592.62
KL5799,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Munich Airport,4/5/2022,9/5/2022,3,2832.02
CX8815,Cathay Pacific,Hong Kong International,Vancouver International,11/9/2022,5/21/2022,17,1721.07
SK3891,SAS Scandinavian,Copenhagen Airport,Charles de Gaulle,3/17/2022,11/26/2022,3,4967.8
DL4436,Delta Air Lines,John F. Kennedy International,Bole International,9/20/2022,11/11/2022,20,2323.27
SA3589,South African Airways,O.R. Tambo International,Charles de Gaulle,5/8/2022,7/12/2022,21,1434.83
BA7435,British Airways,Heathrow,Frankfurt Airport,8/19/2022,2/13/2022,2,3676.82
LH5458,Lufthansa,Frankfurt Airport,Charles de Gaulle,3/29/2022,9/13/2022,3,4170.67
LA1090,LATAM Airlines,São Paulo/Guarulhos International,Ministro Pistarini International,11/23/2022,7/19/2022,14,1402.19
AV1393,Avianca,El Dorado International,Auckland Airport,3/26/2022,11/14/2022,11,1297.57
AC4609,Air Canada,Toronto Pearson,John F. Kennedy International,9/21/2022,4/20/2022,19,624.06
BA2476,British Airways,Heathrow,Adolfo Suárez Madrid–Barajas,12/28/2022,11/11/2022,12,786.68
AC3780,Air Canada,Toronto Pearson,Hartsfield-Jackson Atlanta,9/9/2022,4/2/2022,10,2801.19
CX4515,Cathay Pacific,Hong Kong International,Changi,3/3/2022,7/20/2022,12,4282.32
BA5635,British Airways,Heathrow,Charles de Gaulle,2/24/2022,9/5/2022,8,2542.83
TG7327,Thai Airways,Suvarnabhumi,Changi,6/13/2022,12/26/2022,16,2573.69
SQ4272,Singapore Airlines,Changi,Brisbane Airport,5/19/2022,5/26/2022,16,168.0
QR5080,Qatar Airways,Hamad International,John F. Kennedy International,2/12/2022,2/14/2022,16,1734.43
BA7496,British Airways,Heathrow,Vienna International,1/11/2022,2/10/2022,17,3125.96
QR5660,Qatar Airways,Hamad International,São Paulo/Guarulhos International,3/17/2022,1/4/2022,6,3323.31
AA6821,American Airlines,John F. Kennedy International,Hartsfield-Jackson Atlanta,8/27/2022,2/1/2022,15,4561.96
NH7134,All Nippon Airways,Haneda,Incheon International,5/19/2022,9/11/2022,14,4075.93
AF8178,Air France,Charles de Gaulle,Frankfurt Airport,7/22/2022,2/27/2022,10,2220.78
NH6128,All Nippon Airways,Haneda,Incheon International,7/9/2022,7/13/2022,7,702.47
NH3161,All Nippon Airways,Haneda,Incheon International,5/3/2022,5/16/2022,13,2325.15
AC3023,Air Canada,Toronto Pearson,Jorge Chávez International,4/1/2022,10/20/2022,21,2328.99
KE6728,Korean Air,Incheon International,Bole International,2/27/2022,6/6/2022,22,2892.68
SQ3539,Singapore Airlines,Changi,Incheon International,5/2/2022,11/17/2022,10,2059.52
QR6945,Qatar Airways,Hamad International,Adolfo Suárez Madrid–Barajas,3/12/2022,1/31/2022,5,4359.11
QF2364,Qantas,Sydney Airport,Melbourne Airport,2/3/2022,7/5/2022,13,4964.38
NZ1569,Air New Zealand,Auckland Airport,Sydney Airport,7/26/2022,11/6/2022,16,343.4
AI5614,Air India,Indira Gandhi International,Charles de Gaulle,5/28/2022,1/9/2022,2,1040.34
AC2041,Air Canada,Toronto Pearson,Vancouver International,4/22/2022,4/16/2022,6,4107.84
AI6017,Air India,Indira Gandhi International,Chhatrapati Shivaji International,5/31/2022,5/11/2022,18,518.04
AF2026,Air France,Charles de Gaulle,Frankfurt Airport,10/3/2022,8/11/2022,4,2961.98
AA8316,American Airlines,John F. Kennedy International,Hartsfield-Jackson Atlanta,4/13/2022,10/11/2022,19,1213.83
KL3414,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Charles de Gaulle,11/20/2022,12/5/2022,22,1267.43
